segment,step,year,lat_change,lon_change
2,46,2067,0.000482216752445197,0.00015960726648245327
2,47,2068,0.0004823876968238494,0.00015960315411689407
2,48,2069,0.00048253527381092454,0.00015957498249008495
2,49,2070,0.00048253320230884356,0.0001596191274160219
2,50,2071,0.0004823428227567206,0.0001596090861681887
2,51,2072,0.00048238135218525713,0.00015963232985427567
2,52,2073,0.00048245220348519524,0.0001596240926886594
2,53,2074,0.0004823650917913369,0.00015967701315844351
2,54,2075,0.000482395823354409,0.00015971662817548804
2,55,2076,0.00048238460902894076,0.0001597313851675608
2,56,2077,0.0004826552923979932,0.0001597046967276583
2,57,2078,0.0004826833248010587,0.00015969763039436202
2,58,2079,0.0004825414937812411,0.0001597193471383207
2,59,2080,0.0004825592308499438,0.00015976687922147903
2,60,2081,0.000482603717021135,0.0001598501094264293
2,61,2082,0.0004827603527317592,0.00015982977024009415
2,62,2083,0.00048266075038227996,0.00015977109922005184
2,63,2084,0.00048276628894683427,0.00015978696777096957
2,64,2085,0.00048293122177867076,0.00015975700924286684
2,65,2086,0.00048297647476758243,0.00015975046873961674
2,66,2087,0.0004830829660349423,0.0001597818679641705
2,67,2088,0.00048301169833919744,0.0001598300541587605
2,68,2089,0.00048293578138824955,0.00015981431059231
2,69,2090,0.0004829866937292593,0.00015982393915692228
2,70,2091,0.00048295739825121586,0.0001598629912962224
2,71,2092,0.0004831304062271613,0.00015992317732127503
2,72,2093,0.0004831526344446502,0.00015985686566466484
2,73,2094,0.00048321640067072735,0.00015990737885829276
2,74,2095,0.00048309148573366656,0.00015992784932450377
2,75,2096,0.0004831087286625291,0.00015993868223063146
3,2,2023,0.0001158178109506025,0.0001519318272471537
3,3,2024,9.739193024671522e-05,0.00014045348905256105
3,4,2025,0.0002823500225410669,0.00015281496305874498
3,5,2026,0.0003792270779818807,0.0001588108494701146
3,6,2027,0.0004250812240371715,0.00016062987596399125
3,7,2028,0.0004476996575064618,0.00016108272845372085
3,8,2029,0.00045594698163142766,0.00015996023127229364
3,9,2030,0.00046012474259526925,0.00015900679944991225
3,10,2031,0.00046560645552418123,0.00015915490644147212
3,11,2032,0.00046918324342470896,0.00015930969874489165
3,12,2033,0.0004724477935020843,0.0001594133208158155
3,13,2034,0.000474619574596602,0.00015945678153173048
3,14,2035,0.000476307610046689,0.00015953606410334942
3,15,2036,0.00047742673280026793,0.00015956523951388135
3,16,2037,0.00047822973876776587,0.00015952367748184315
3,17,2038,0.00047876578344485665,0.00015954440841881024
3,18,2039,0.00047960882226050217,0.00015945471149336754
3,19,2040,0.0004800401135902632,0.00015946747664941086
3,20,2041,0.00048047177458343526,0.00015953302208515652
3,21,2042,0.0004808685277311042,0.00015954390670458451
3,22,2043,0.0004810795569092363,0.00015954642974236322
3,23,2044,0.00048148800350134024,0.00015952794487361643
3,24,2045,0.00048176398252763875,0.00015967345343881334
3,25,2046,0.0004821920943740565,0.00015967879252798411
3,26,2047,0.00048251041121361027,0.00015970618420624305
3,27,2048,0.00048236016818847816,0.00015968847544911569
3,28,2049,0.00048268477233648355,0.00015969426316075896
3,29,2050,0.0004827749160583039,0.00015972109027018178
3,30,2051,0.00048282442940106307,0.0001597287915870993
3,31,2052,0.0004827832826279632,0.00015970770115814048
3,32,2053,0.0004829507856598525,0.00015970508138707373
3,33,2054,0.00048309836911997195,0.00015969687198946758
3,34,2055,0.00048338409047588016,0.00015966704155800926
3,35,2056,0.0004834295367714958,0.00015970499453032971
3,36,2057,0.0004831464392722751,0.00015968463094395702
3,37,2058,0.0004831639914897323,0.00015965054465993944
3,38,2059,0.00048350262488128237,0.00015968802949828387
3,39,2060,0.0004835635613709144,0.00015975037811699622
3,40,2061,0.00048356870903987215,0.00015979877019844935
3,41,2062,0.00048370853954082804,0.0001598018372419574
3,42,2063,0.0004837263042425377,0.00015979165108603866
3,43,2064,0.00048371528702162436,0.00015974905282689633
3,44,2065,0.00048383244168803685,0.00015982537614434023
3,45,2066,0.0004837501077226136,0.00015978450488773888
3,46,2067,0.0004837488905984344,0.00015977555663937437
3,47,2068,0.0004838017401098682,0.00015981676014575896
3,48,2069,0.0004837432489210869,0.00015985227392434354
3,49,2070,0.00048406964220149007,0.00015985053266831528
3,50,2071,0.00048396422609187084,0.00015977729265159724
3,51,2072,0.00048431755053357506,0.00015991880660237712
3,52,2073,0.00048401428941247104,0.00015991978931140238
3,53,2074,0.0004840420502461029,0.00015988003954703345
3,54,2075,0.00048411609675014233,0.00015992907664497125
3,55,2076,0.0004843430150103245,0.00015991485534527783
3,56,2077,0.00048420440444729707,0.0001599301201764547
3,57,2078,0.0004842796580284414,0.00015991513591018247
3,58,2079,0.0004843403771666033,0.00015989277204653263
3,59,2080,0.00048431039978069634,0.000159948649596231
3,60,2081,0.00048441510548258293,0.00015993979531003788
3,61,2082,0.00048461158176138497,0.00015994264185792417
3,62,2083,0.00048460108087411413,0.00015997358869412892
3,63,2084,0.00048464316565244303,0.0001600270384471969
3,64,2085,0.00048457420808745155,0.00016006001848722917
3,65,2086,0.0004848204422067681,0.0001600517054782813
3,66,2087,0.000484665132280071,0.00015999873643579576
3,67,2088,0.0004847302843096202,0.00016004857980078668
3,68,2089,0.0004847947988970702,0.00016007557019293017
3,69,2090,0.00048478376253058286,0.00016010538237765104
3,70,2091,0.000484720720265841,0.0001600757673543285
3,71,2092,0.00048481433108449323,0.00016014815948039995
3,72,2093,0.0004847058874979382,0.0001601246857063643
3,73,2094,0.00048465831686428373,0.00016012785843599886
3,74,2095,0.0004846152772728374,0.00016014343735548664
3,75,2096,0.0004849405286293518,0.00016024696149941065
4,2,2023,0.00047503937298642995,0.00015739097283073988
4,3,2024,0.0004799519975762223,0.0001587696143303674
4,4,2025,0.00048072777827457003,0.00015901214136704311
4,5,2026,0.0004809712358415652,0.00015909200733688067
4,6,2027,0.0004811943590006251,0.00015919588200574708
4,7,2028,0.00048105203411807906,0.00015918741992493324
4,8,2029,0.00048121704359260775,0.0001591597279286816
4,9,2030,0.0004813780709618243,0.00015914775063663456
4,10,2031,0.00048124673478255886,0.00015916171123819822
4,11,2032,0.0004813840186699281,0.00015920148459258598
4,12,2033,0.0004813546746547104,0.00015920022057969163
4,13,2034,0.0004813713669484798,0.00015924722178795037
4,14,2035,0.00048138443679235365,0.0001592510653978252
4,15,2036,0.0004814088251023918,0.0001592224785866847
4,16,2037,0.0004814896485854092,0.00015923052235677915
4,17,2038,0.0004814790159173299,0.0001592531409357889
4,18,2039,0.0004814910678980766,0.00015930285042031755
4,19,2040,0.00048155127504401207,0.0001593407596800489
4,20,2041,0.0004815234917678879,0.00015934991236576934
4,21,2042,0.00048146442793495225,0.00015934377717030657
4,22,2043,0.0004816924480195439,0.00015932814459063138
4,23,2044,0.0004816897553219235,0.00015935397372857096
4,24,2045,0.00048164580103460253,0.00015937544202415665
4,25,2046,0.0004817898584832392,0.0001594305359020609
4,26,2047,0.00048172901979626204,0.00015935829070201635
4,27,2048,0.00048179485278154743,0.00015937304573299116
4,28,2049,0.0004818068277927523,0.00015939249364294028
4,29,2050,0.0004819164129372666,0.00015937023900391978
4,30,2051,0.0004819178964012849,0.00015938832763140454
4,31,2052,0.0004820388184505475,0.00015944032536197028
4,32,2053,0.0004822953534606711,0.0001594097815598161
4,33,2054,0.0004822492468328221,0.00015939352279303876
4,34,2055,0.00048221922120461613,0.0001594403568958569
4,35,2056,0.0004822679204643521,0.0001594337546606539
4,36,2057,0.000481931710730521,0.00015943551449026927
4,37,2058,0.0004821550595792701,0.0001594995104028385
4,38,2059,0.00048214226512399705,0.00015955014235657927
4,39,2060,0.00048224492682180653,0.0001595041621129667
4,40,2061,0.0004821721088141828,0.000159528622276639
4,41,2062,0.0004822261372012804,0.0001594929402415346
4,42,2063,0.00048249498861352436,0.00015956184296328502
4,43,2064,0.000482485760112894,0.00015957793524989938
4,44,2065,0.000482511566005428,0.00015962665958113575
4,45,2066,0.00048233847953582654,0.0001596308212015174
4,46,2067,0.00048215281812602484,0.00015957322109727556
4,47,2068,0.0004823102949202962,0.0001595319103557813
4,48,2069,0.00048258444622462093,0.00015960901990297316
4,49,2070,0.00048265253878909675,0.00015962985314388334
4,50,2071,0.0004826410942193604,0.00015964539893786878
4,51,2072,0.00048269998935879244,0.00015964152451886093
4,52,2073,0.0004825513682256144,0.0001596715685820982
4,53,2074,0.0004825019948881959,0.0001597233782888452
4,54,2075,0.000482520282215404,0.00015975477803920057
4,55,2076,0.0004826279196663563,0.00015975217959862675
4,56,2077,0.00048275820308418815,0.00015973350198805747
4,57,2078,0.0004826057703724018,0.00015973932484314446
4,58,2079,0.0004828065059321318,0.0001597180206260873
4,59,2080,0.0004829354449213952,0.00015974955231001786
4,60,2081,0.0004829534523018708,0.00015976873602596697
4,61,2082,0.0004829853523347083,0.0001597990383999104
4,62,2083,0.00048289926737510314,0.00015984996791473804
4,63,2084,0.0004829613222696594,0.00015978906105829083
4,64,2085,0.000483131628122635,0.00015984308203087494
4,65,2086,0.0004833081448865073,0.00015984246250866363
4,66,2087,0.00048331871956364125,0.00015984341224850596
4,67,2088,0.00048319722708356494,0.0001598333132761809
4,68,2089,0.00048317635197392406,0.00015982626958077617
4,69,2090,0.000483321979793061,0.0001598339955251049
4,70,2091,0.00048333436422254294,0.00015984023475823506
4,71,2092,0.00048326045132185413,0.00015987128276151452
4,72,2093,0.0004832611844918233,0.00015987102497661
4,73,2094,0.00048335577670499674,0.00015995345681574236
4,74,2095,0.0004834017265551438,0.00015997059094274846
4,75,2096,0.00048353553819779904,0.00015995927034850865
5,2,2023,0.0004757728260003091,0.00015623444254231345
5,3,2024,0.0004796119662024978,0.00015830047081522025
5,4,2025,0.0004803710362253355,0.00015873524507981074
5,5,2026,0.00048075820614457143,0.00015891005828905236
5,6,2027,0.0004808180237780846,0.00015903256273475108
5,7,2028,0.0004808610174897865,0.00015901375968496723
5,8,2029,0.0004811543364695581,0.00015912535458539878
5,9,2030,0.00048109192417555846,0.00015917526916098268
5,10,2031,0.0004812230756421343,0.0001592069978926247
5,11,2032,0.00048112700125457764,0.00015916223894407722
5,12,2033,0.0004809538794923185,0.00015915062014926207
5,13,2034,0.00048098424641551674,0.00015920027854576801
5,14,2035,0.00048096422156262975,0.00015923737079504008
5,15,2036,0.00048116142859200295,0.00015918070879195056
5,16,2037,0.0004813445703781838,0.0001591714601545391
5,17,2038,0.00048139355152088115,0.0001591985045763522
5,18,2039,0.0004813279404061177,0.00015927443992325152
5,19,2040,0.00048138703899525126,0.0001592901326006313
5,20,2041,0.00048156292100998144,0.00015934422441432616
5,21,2042,0.000481671344079615,0.00015934305163511908
5,22,2043,0.00048154785156384605,0.00015934296693842498
5,23,2044,0.0004816704808661143,0.0001593543594538005
5,24,2045,0.00048133436547104225,0.00015929636381883938
5,25,2046,0.0004815375953093337,0.00015938040540675047
5,26,2047,0.00048158573040169017,0.00015937203042426518
5,27,2048,0.0004816127789553093,0.00015937213254346716
5,28,2049,0.0004815284729708935,0.00015938701747586492
5,29,2050,0.0004816910353433457,0.00015939672690024054
5,30,2051,0.0004816359682138227,0.00015936668839344748
5,31,2052,0.00048167306476898375,0.0001593972085771611
5,32,2053,0.0004815930050767747,0.00015941190186197218
5,33,2054,0.00048157369847601217,0.0001594469659949027
5,34,2055,0.00048159757045951324,0.0001594449804258602
5,35,2056,0.00048156567450874377,0.0001594376136893061
5,36,2057,0.00048166612878475235,0.00015945289200658408
5,37,2058,0.00048172076984087653,0.0001594549601691142
5,38,2059,0.0004818166806117574,0.00015951567273475575
5,39,2060,0.00048164904104197603,0.00015957455637760631
5,40,2061,0.0004817376736099277,0.0001595938660017282
5,41,2062,0.0004820044782007926,0.0001595668294527286
5,42,2063,0.00048210601551801346,0.000159547779105651
5,43,2064,0.0004821715961433881,0.00015959226723794018
5,44,2065,0.00048227106031717426,0.0001595591549943265
5,45,2066,0.00048208682300199257,0.0001596099204022039
5,46,2067,0.00048235710967148293,0.0001596305270936682
5,47,2068,0.0004821199794626807,0.00015965144484653138
5,48,2069,0.0004821254034119704,0.00015958617869671343
5,49,2070,0.00048218944787237206,0.00015962000667002485
5,50,2071,0.0004823252195933492,0.00015970315907054555
5,51,2072,0.0004823337656887361,0.00015969554245032214
5,52,2073,0.0004824694911462757,0.00015973718824113803
5,53,2074,0.00048248900950298435,0.0001597217972175713
5,54,2075,0.0004825190398456414,0.00015969373427537903
5,55,2076,0.0004824549925999122,0.00015972598154689877
5,56,2077,0.0004823878106066104,0.00015972027490818164
5,57,2078,0.00048252808110405,0.00015975099388754188
5,58,2079,0.0004826115623757232,0.0001597681824563324
5,59,2080,0.0004824206503784012,0.0001598366532249429
5,60,2081,0.00048248115913551715,0.0001598321584452833
5,61,2082,0.00048247004180268505,0.0001598242322842225
5,62,2083,0.00048258227475983517,0.00015984022834913958
5,63,2084,0.0004826925775809343,0.00015982398335268044
5,64,2085,0.0004825952800828759,0.0001598437747816206
5,65,2086,0.0004824813615478263,0.00015985719738864645
5,66,2087,0.0004825495634257493,0.00015988715391301866
5,67,2088,0.00048255253792817143,0.00015991135465753814
5,68,2089,0.00048282126491727695,0.0001599009964365905
5,69,2090,0.00048283166011131584,0.00015995010704727974
5,70,2091,0.0004828672771566289,0.00015993423656368577
5,71,2092,0.0004827004711138727,0.00015996752406977066
5,72,2093,0.00048288593620426923,0.00015997206638473926
5,73,2094,0.0004829117051059484,0.00015996334178680627
5,74,2095,0.0004830393327139859,0.00015997627710362394
5,75,2096,0.00048286982654488497,0.0001600633179492661
6,2,2023,0.0004800390288437484,0.0001589764169125374
6,3,2024,0.0004802261841909683,0.00015902764604902586
6,4,2025,0.0004804543990992727,0.00015907524650060623
6,5,2026,0.0004804060907623864,0.00015914105388503685
6,6,2027,0.00048051770088264334,0.0001591423338425102
6,7,2028,0.00048048470309680624,0.00015914410707296156
6,8,2029,0.00048052864321590505,0.0001591636069093738
6,9,2030,0.0004805806745267205,0.00015918537215497963
6,10,2031,0.000480559716923068,0.0001591570006951315
6,11,2032,0.000480512537301081,0.00015920799867785718
6,12,2033,0.0004805786350736696,0.0001592080624988057
6,13,2034,0.00048058527623240366,0.00015917469529824757
6,14,2035,0.0004806990550392243,0.0001591850756739177
6,15,2036,0.0004809034512334165,0.00015924380123522042
6,16,2037,0.00048065207648306796,0.00015928142198617934
6,17,2038,0.0004806957264413825,0.00015934650544124906
6,18,2039,0.0004806878289116412,0.0001593258874379444
6,19,2040,0.0004807122548520226,0.00015931898019516666
6,20,2041,0.0004808095069108731,0.00015931176412209425
6,21,2042,0.0004809529538185586,0.00015936237214475568
6,22,2043,0.0004809317454181894,0.00015939119302288418
6,23,2044,0.0004810047687158203,0.00015940096292865746
6,24,2045,0.0004810310297962417,0.00015945006100537285
6,25,2046,0.00048125829037459766,0.00015942138162472475
6,26,2047,0.00048101456328453196,0.0001594820539310149
6,27,2048,0.00048096110476691933,0.00015949790690683585
6,28,2049,0.00048103810363642197,0.0001595013205246687
6,29,2050,0.00048090348620277723,0.00015949389107561274
6,30,2051,0.00048117639594735806,0.00015939856429270094
6,31,2052,0.0004812550322803588,0.00015943436079624007
6,32,2053,0.0004814720573200759,0.00015945327174904378
6,33,2054,0.00048144679201911345,0.00015944696579595075
6,34,2055,0.00048131566738973675,0.00015950121162688902
6,35,2056,0.00048124230745116847,0.00015954649187222003
6,36,2057,0.000481451504288799,0.00015950473546411104
6,37,2058,0.0004814234658212513,0.00015949355469047077
6,38,2059,0.00048143426456448424,0.00015954070994439462
6,39,2060,0.00048128733448393746,0.0001595266191003475
6,40,2061,0.0004813573711430763,0.00015954599707868056
6,41,2062,0.0004815688798700535,0.00015967350483947484
6,42,2063,0.00048153661403560477,0.00015967758717749803
6,43,2064,0.00048134241486863516,0.00015969993978615094
6,44,2065,0.0004814329447917487,0.00015966063224936988
6,45,2066,0.0004815316472104314,0.00015967222421409133
6,46,2067,0.00048183381269950587,0.0001596614517325179
6,47,2068,0.0004816885912362068,0.00015968886175699026
6,48,2069,0.0004819509511477804,0.00015968905741203798
6,49,2070,0.00048190548196913596,0.0001596780059003322
6,50,2071,0.00048173577924615074,0.00015967036237896082
6,51,2072,0.00048146674137683476,0.0001597119433398575
6,52,2073,0.00048168472885024016,0.00015969119721148672
6,53,2074,0.0004817855679704053,0.00015971618705634683
6,54,2075,0.0004818312283418891,0.00015978089099633053
6,55,2076,0.00048183401608881127,0.00015981501397277498
6,56,2077,0.0004819686217238939,0.00015974046212363646
6,57,2078,0.00048198712960001444,0.00015977213887197195
6,58,2079,0.00048208374424874023,0.00015981378425067305
6,59,2080,0.0004820604311497334,0.00015981672817133585
6,60,2081,0.0004820021076383796,0.00015978604652389095
6,61,2082,0.0004818789132130519,0.00015980506204016365
6,62,2083,0.0004819691740856058,0.00015982717209794828
6,63,2084,0.0004820220617709481,0.00015984516890910072
6,64,2085,0.00048216671147116585,0.00015979531144694192
6,65,2086,0.00048226219738722875,0.00015994452758150146
6,66,2087,0.00048226359747971514,0.00015995416571001897
6,67,2088,0.00048224495894899633,0.00015996246038696427
6,68,2089,0.00048254407817438505,0.0001599059190908747
6,69,2090,0.00048246745663504953,0.000159930199473024
6,70,2091,0.00048255302509758735,0.0001599310653119801
6,71,2092,0.00048248743430079344,0.0001599379455115013
6,72,2093,0.00048254464883967785,0.00015993018229210065
6,73,2094,0.0004825712329648013,0.0001599681756232485
6,74,2095,0.00048259371647674243,0.00015998789723425944
6,75,2096,0.00048244427138044443,0.0001600035036801728
8,2,2023,0.00047181591677158963,0.0001532744902306149
8,3,2024,0.0004787017265179827,0.00015762668729735196
8,4,2025,0.0004798098359373171,0.00015853532359244582
8,5,2026,0.0004803029326581054,0.00015893358062157859
8,6,2027,0.00048048370947739727,0.00015909515684597864
8,7,2028,0.00048043131401342976,0.00015918016949001412
8,8,2029,0.00048033381045442525,0.00015919734276792497
8,9,2030,0.00048040318399600324,0.00015921467500845665
8,10,2031,0.00048032750502713384,0.00015915079525541387
8,11,2032,0.00048045983584543706,0.00015915094208196479
8,12,2033,0.0004806182691226013,0.00015918160080730104
8,13,2034,0.00048068961273273203,0.00015916549619987563
8,14,2035,0.0004806880092118604,0.00015921082670899978
8,15,2036,0.0004808086816971979,0.0001592290705616506
8,16,2037,0.0004808459010874344,0.0001592865890813755
8,17,2038,0.0004808387382837509,0.00015924975599546087
8,18,2039,0.00048094445794077956,0.0001592444142346494
8,19,2040,0.0004810821696246137,0.00015931791725165567
8,20,2041,0.00048079921450394636,0.00015938001193660511
8,21,2042,0.00048082458120290994,0.00015932074708757682
8,22,2043,0.0004808325021592452,0.00015937336195293028
8,23,2044,0.0004808499408781586,0.00015941085996473703
8,24,2045,0.000480957904848367,0.00015947951813188865
8,25,2046,0.00048100435189724067,0.00015941765452964773
8,26,2047,0.0004810392440148803,0.00015948194959491957
8,27,2048,0.0004811176832610897,0.00015953055975614916
8,28,2049,0.0004810458705080123,0.00015950322276125917
8,29,2050,0.0004812690267286257,0.00015952329231083695
8,30,2051,0.0004812478745890303,0.00015953542589386416
8,31,2052,0.00048116951388621487,0.00015954069911572333
8,32,2053,0.00048108077714914543,0.00015954716614885456
8,33,2054,0.00048117456398699687,0.000159511429842496
8,34,2055,0.00048112112754949976,0.00015955163451053522
8,35,2056,0.0004813043787059712,0.00015953909120014487
8,36,2057,0.00048136391794173505,0.00015952188081769236
8,37,2058,0.00048117872714925625,0.00015951939788294567
8,38,2059,0.0004811906939821142,0.00015949916432589362
8,39,2060,0.00048131776733839615,0.00015964870095785955
8,40,2061,0.000481688104102318,0.000159598816964035
8,41,2062,0.00048163943637646867,0.0001596424924485973
8,42,2063,0.00048163225113739827,0.00015966958660840191
8,43,2064,0.0004814529873904405,0.00015973241264077842
8,44,2065,0.00048146816229888145,0.00015970651735131014
8,45,2066,0.000481685005826904,0.00015970276054133592
8,46,2067,0.0004816174458355249,0.00015972688419196857
8,47,2068,0.00048175693431673494,0.00015968308754565896
8,48,2069,0.00048193565083920475,0.0001596481390322424
8,49,2070,0.0004817739910905061,0.00015965083038338435
8,50,2071,0.0004817667290772931,0.00015968552439460382
8,51,2072,0.00048183713670013617,0.00015975007798374463
8,52,2073,0.0004820375583634018,0.00015971773969170044
8,53,2074,0.00048208170609598255,0.00015977449018578227
8,54,2075,0.00048188214033118015,0.00015978859484278018
8,55,2076,0.00048172123327461236,0.00015983195238788994
8,56,2077,0.0004818752548239047,0.0001598093586920868
8,57,2078,0.00048191629176130846,0.0001597901562035986
8,58,2079,0.0004821197093249907,0.0001598482789972877
8,59,2080,0.00048206992090271683,0.00015987007120088492
8,60,2081,0.00048209665516552036,0.00015986720474359117
8,61,2082,0.0004821192042392397,0.00015984937350310702
8,62,2083,0.0004821300326760536,0.00015987103488157572
8,63,2084,0.00048197578913899974,0.00015987179524756812
8,64,2085,0.00048230451508501915,0.0001599237447607038
8,65,2086,0.0004823665493844942,0.00015995637362209436
8,66,2087,0.0004823760629726337,0.00015997885509477783
8,67,2088,0.0004824725662757601,0.00016002162224992844
8,68,2089,0.00048228083289458823,0.0001599677515429221
8,69,2090,0.0004823035777867801,0.00015998280763085404
8,70,2091,0.00048227875305428825,0.00015999629401619586
8,71,2092,0.0004822873151617557,0.00016001580316071795
8,72,2093,0.00048235977455490797,0.00015998904630976085
8,73,2094,0.0004824052316507732,0.00015998789760374166
8,74,2095,0.00048238577736725574,0.00015998320711219094
